Filename,Best_Makespan
gen_10_job_0.json,226
gen_10_job_1.json,183
gen_10_job_2.json,171
gen_10_job_3.json,166
gen_10_job_4.json,164
gen_10_job_5.json,177
gen_10_job_6.json,189
gen_10_job_7.json,171
gen_10_job_8.json,181
gen_10_job_9.json,192
gen_30_job_0.json,438
gen_30_job_1.json,512
gen_30_job_2.json,512
gen_30_job_3.json,505
gen_30_job_4.json,473
gen_30_job_5.json,553
gen_30_job_6.json,505
gen_30_job_7.json,480
gen_30_job_8.json,491
gen_30_job_9.json,488
gen_50_job_0.json,458
gen_50_job_1.json,458
gen_50_job_2.json,439
gen_50_job_3.json,477
gen_50_job_4.json,443
gen_50_job_5.json,481
gen_50_job_6.json,468
gen_50_job_7.json,436
gen_50_job_8.json,452
gen_50_job_9.json,465
gen_100_job_0.json,876
gen_100_job_1.json,880
gen_100_job_2.json,824
gen_100_job_3.json,844
gen_100_job_4.json,800
gen_100_job_5.json,832
gen_100_job_6.json,916
gen_100_job_7.json,865
gen_100_job_8.json,911
gen_100_job_9.json,949
