Epoch,Total_Loss,Link_Loss,Prio_Loss
813,0.20323,0.18213,0.02110
814,0.20352,0.18216,0.02136
815,0.20308,0.18166,0.02142
816,0.20043,0.17917,0.02125
817,0.20161,0.18046,0.02115
818,0.20255,0.18130,0.02125
819,0.20056,0.17918,0.02138
820,0.19792,0.17654,0.02138
821,0.19622,0.17486,0.02136
822,0.19248,0.17112,0.02136
823,0.19470,0.17344,0.02126
824,0.20135,0.18012,0.02123
825,0.20154,0.18041,0.02113
826,0.19089,0.16972,0.02117
827,0.19828,0.17715,0.02112
828,0.19035,0.16912,0.02123
829,0.19252,0.17133,0.02119
830,0.19012,0.16870,0.02142
831,0.19104,0.16980,0.02124
832,0.19066,0.16929,0.02138
833,0.19231,0.17112,0.02119
834,0.18845,0.16715,0.02130
835,0.18566,0.16440,0.02126
836,0.18962,0.16827,0.02135
837,0.18551,0.16394,0.02156
838,0.18838,0.16709,0.02129
839,0.19413,0.17297,0.02116
840,0.19362,0.17245,0.02117
841,0.18759,0.16630,0.02129
842,0.18688,0.16569,0.02119
843,0.18590,0.16458,0.02132
844,0.18480,0.16363,0.02116
845,0.18513,0.16393,0.02121
846,0.18238,0.16133,0.02106
847,0.17955,0.15827,0.02128
848,0.18572,0.16447,0.02125
849,0.18310,0.16196,0.02114
850,0.18204,0.16074,0.02130
851,0.18055,0.15920,0.02135
852,0.17987,0.15873,0.02114
853,0.18638,0.16524,0.02114
854,0.17795,0.15671,0.02125
855,0.17849,0.15703,0.02147
856,0.17291,0.15151,0.02140
857,0.17796,0.15682,0.02114
858,0.18147,0.16032,0.02115
859,0.17080,0.14957,0.02123
860,0.17795,0.15682,0.02113
861,0.17913,0.15802,0.02111
862,0.17478,0.15352,0.02127
863,0.17455,0.15338,0.02117
864,0.17513,0.15395,0.02118
865,0.17342,0.15224,0.02117
866,0.17259,0.15132,0.02127
867,0.17265,0.15139,0.02126
868,0.17115,0.15009,0.02106
869,0.17023,0.14909,0.02114
870,0.17086,0.14957,0.02129
871,0.16686,0.14544,0.02142
872,0.16387,0.14256,0.02130
873,0.17221,0.15103,0.02118
874,0.16642,0.14522,0.02121
875,0.16987,0.14870,0.02117
876,0.16865,0.14687,0.02178
877,0.16022,0.13825,0.02197
878,0.16577,0.14455,0.02122
879,0.16813,0.14703,0.02110
880,0.17093,0.14974,0.02119
881,0.16687,0.14548,0.02139
882,0.16480,0.14371,0.02109
883,0.16513,0.14387,0.02126
884,0.16633,0.14522,0.02112
885,0.16091,0.13969,0.02122
886,0.16161,0.14041,0.02120
887,0.16504,0.14374,0.02131
888,0.15997,0.13878,0.02118
889,0.16414,0.14297,0.02117
890,0.16228,0.14099,0.02129
891,0.16162,0.14034,0.02128
892,0.15869,0.13758,0.02111
893,0.15750,0.13624,0.02127
894,0.15788,0.13666,0.02122
895,0.15943,0.13833,0.02110
896,0.15545,0.13428,0.02117
897,0.15841,0.13722,0.02120
898,0.15673,0.13557,0.02116
899,0.15784,0.13675,0.02108
900,0.15773,0.13656,0.02118
901,0.15625,0.13520,0.02105
902,0.15416,0.13296,0.02119
903,0.15352,0.13229,0.02123
904,0.15027,0.12909,0.02118
905,0.15272,0.13163,0.02109
906,0.15173,0.13050,0.02122
907,0.15715,0.13584,0.02131
908,0.15491,0.13374,0.02117
909,0.15295,0.13175,0.02120
910,0.15577,0.13466,0.02112
911,0.15239,0.13121,0.02119
912,0.14885,0.12776,0.02109
913,0.14678,0.12556,0.02123
914,0.14889,0.12771,0.02118
915,0.14572,0.12450,0.02121
916,0.14962,0.12846,0.02115
917,0.15143,0.13033,0.02110
918,0.14733,0.12610,0.02123
919,0.14868,0.12750,0.02118
920,0.14598,0.12486,0.02112
921,0.14838,0.12731,0.02107
922,0.14641,0.12519,0.02122
923,0.14834,0.12712,0.02122
924,0.14287,0.12169,0.02118
925,0.14787,0.12675,0.02112
926,0.14045,0.11919,0.02126
927,0.14345,0.12218,0.02127
928,0.14141,0.12023,0.02118
929,0.13908,0.11796,0.02111
930,0.14198,0.12092,0.02106
931,0.14563,0.12456,0.02107
932,0.14017,0.11830,0.02187
933,0.13433,0.11267,0.02166
934,0.14390,0.12272,0.02118
935,0.14288,0.12176,0.02111
936,0.14263,0.12162,0.02101
937,0.14066,0.11944,0.02122
938,0.13796,0.11673,0.02123
939,0.13448,0.11325,0.02123
940,0.13784,0.11669,0.02115
941,0.13529,0.11409,0.02119
942,0.14067,0.11953,0.02113
943,0.13721,0.11608,0.02113
944,0.13628,0.11523,0.02105
945,0.13754,0.11649,0.02105
946,0.13808,0.11694,0.02113
947,0.13486,0.11372,0.02114
948,0.13777,0.11679,0.02098
949,0.13749,0.11650,0.02099
950,0.13699,0.11564,0.02135
951,0.13640,0.11501,0.02139
952,0.13135,0.11027,0.02108
953,0.13002,0.10859,0.02143
954,0.13236,0.11117,0.02119
955,0.13486,0.11376,0.02109
956,0.13566,0.11448,0.02119
957,0.13074,0.10961,0.02113
958,0.13014,0.10881,0.02133
959,0.12812,0.10707,0.02105
960,0.12940,0.10837,0.02103
961,0.13081,0.10977,0.02104
962,0.13189,0.11091,0.02098
963,0.13378,0.11277,0.02101
964,0.13400,0.11305,0.02095
965,0.13117,0.10988,0.02130
966,0.13175,0.11073,0.02102
967,0.13301,0.11192,0.02108
968,0.13250,0.11144,0.02105
969,0.12870,0.10766,0.02104
970,0.13058,0.10945,0.02112
971,0.12989,0.10884,0.02105
972,0.12829,0.10733,0.02096
973,0.12788,0.10681,0.02107
974,0.12734,0.10626,0.02108
975,0.12399,0.10288,0.02111
976,0.12403,0.10289,0.02114
977,0.12652,0.10539,0.02113
978,0.12385,0.10281,0.02104
979,0.12628,0.10518,0.02111
980,0.12407,0.10290,0.02117
981,0.11877,0.09767,0.02111
982,0.11846,0.09734,0.02112
983,0.12062,0.09957,0.02105
984,0.12612,0.10498,0.02114
985,0.12372,0.10235,0.02137
986,0.12561,0.10451,0.02110
987,0.12492,0.10372,0.02120
988,0.12605,0.10490,0.02115
989,0.12170,0.10079,0.02091
990,0.12316,0.10200,0.02117
991,0.11889,0.09720,0.02168
992,0.11800,0.09647,0.02154
993,0.12308,0.10213,0.02095
994,0.11726,0.09562,0.02165
995,0.11667,0.09497,0.02169
996,0.11378,0.09214,0.02164
997,0.11565,0.09463,0.02102
998,0.11910,0.09796,0.02113
999,0.12200,0.10112,0.02088
1000,0.11941,0.09839,0.02102
1001,0.11880,0.09777,0.02103
1002,0.12111,0.10010,0.02101
1003,0.12302,0.10208,0.02094
1004,0.12001,0.09897,0.02104
1005,0.11793,0.09694,0.02099
1006,0.11816,0.09713,0.02103
1007,0.11799,0.09688,0.02110
1008,0.11637,0.09543,0.02093
1009,0.11956,0.09854,0.02102
1010,0.11599,0.09488,0.02110
1011,0.11879,0.09772,0.02107
1012,0.11607,0.09516,0.02091
1013,0.11739,0.09637,0.02102
1014,0.11822,0.09727,0.02096
1015,0.11411,0.09301,0.02110
1016,0.11160,0.09067,0.02093
1017,0.11375,0.09265,0.02110
1018,0.11195,0.09087,0.02108
1019,0.11412,0.09302,0.02110
1020,0.11098,0.08987,0.02111
1021,0.11194,0.09082,0.02111
1022,0.11150,0.09059,0.02092
1023,0.11230,0.09136,0.02094
1024,0.10948,0.08849,0.02100
1025,0.11058,0.08943,0.02115
1026,0.10820,0.08658,0.02161
1027,0.10684,0.08571,0.02113
1028,0.10914,0.08781,0.02133
1029,0.11224,0.09126,0.02098
1030,0.11098,0.09006,0.02092
1031,0.11082,0.08970,0.02112
1032,0.10672,0.08574,0.02097
1033,0.11134,0.09030,0.02103
1034,0.11052,0.08957,0.02096
1035,0.11004,0.08902,0.02102
1036,0.11062,0.08967,0.02095
1037,0.11183,0.09079,0.02104
1038,0.10506,0.08402,0.02104
1039,0.10464,0.08370,0.02094
1040,0.11004,0.08898,0.02107
1041,0.10905,0.08811,0.02094
1042,0.10803,0.08690,0.02113
1043,0.10473,0.08358,0.02115
1044,0.10734,0.08648,0.02086
1045,0.11250,0.09153,0.02097
1046,0.10756,0.08645,0.02112
1047,0.11029,0.08905,0.02124
1048,0.10630,0.08489,0.02141
1049,0.10465,0.08378,0.02088
1050,0.10504,0.08404,0.02100
1051,0.10511,0.08415,0.02096
1052,0.10923,0.08827,0.02096
1053,0.10712,0.08624,0.02088
1054,0.10606,0.08508,0.02098
1055,0.10868,0.08766,0.02102
1056,0.10292,0.08188,0.02104
1057,0.10068,0.07970,0.02098
1058,0.10335,0.08243,0.02092
1059,0.10688,0.08592,0.02096
1060,0.10416,0.08324,0.02092
1061,0.10531,0.08445,0.02086
1062,0.10518,0.08421,0.02097
1063,0.10369,0.08272,0.02097
1064,0.10478,0.08381,0.02097
1065,0.10259,0.08174,0.02085
1066,0.10241,0.08148,0.02093
1067,0.10193,0.08098,0.02095
1068,0.10040,0.07944,0.02096
1069,0.10125,0.08035,0.02090
1070,0.09965,0.07880,0.02085
1071,0.09950,0.07855,0.02095
1072,0.10246,0.08167,0.02079
1073,0.09834,0.07740,0.02094
1074,0.10000,0.07902,0.02098
1075,0.10177,0.08082,0.02095
1076,0.09862,0.07752,0.02110
1077,0.09903,0.07798,0.02105
1078,0.10003,0.07892,0.02111
1079,0.10109,0.08012,0.02097
1080,0.09949,0.07822,0.02127
1081,0.10361,0.08269,0.02092
1082,0.09958,0.07862,0.02096
1083,0.09744,0.07644,0.02100
1084,0.09837,0.07746,0.02091
1085,0.09515,0.07421,0.02093
1086,0.10073,0.07969,0.02104
1087,0.09713,0.07622,0.02091
1088,0.09676,0.07560,0.02116
1089,0.09874,0.07782,0.02092
1090,0.09872,0.07790,0.02082
1091,0.10060,0.07959,0.02101
1092,0.09717,0.07634,0.02083
1093,0.09763,0.07679,0.02084
1094,0.09511,0.07425,0.02087
1095,0.09887,0.07787,0.02100
1096,0.09590,0.07503,0.02087
1097,0.09843,0.07757,0.02086
1098,0.09576,0.07487,0.02089
1099,0.09532,0.07426,0.02106
1100,0.09635,0.07547,0.02088
1101,0.09777,0.07682,0.02095
1102,0.09586,0.07500,0.02085
1103,0.09667,0.07589,0.02079
1104,0.09464,0.07363,0.02100
1105,0.09139,0.07048,0.02091
1106,0.09043,0.06923,0.02120
1107,0.08986,0.06894,0.02092
1108,0.09296,0.07220,0.02077
1109,0.09349,0.07263,0.02085
1110,0.09562,0.07474,0.02088
1111,0.09057,0.06964,0.02093
1112,0.09216,0.07124,0.02092
1113,0.09492,0.07401,0.02091
1114,0.09360,0.07250,0.02110
1115,0.09132,0.07052,0.02080
1116,0.09260,0.07171,0.02089
1117,0.09083,0.06992,0.02091
1118,0.09101,0.07014,0.02087
1119,0.08988,0.06878,0.02110
1120,0.09058,0.06934,0.02124
1121,0.09234,0.07139,0.02095
1122,0.09290,0.07211,0.02080
1123,0.09221,0.07113,0.02108
1124,0.09214,0.07135,0.02079
1125,0.09175,0.07093,0.02082
1126,0.09189,0.07100,0.02089
1127,0.09248,0.07161,0.02086
1128,0.08959,0.06888,0.02071
1129,0.09229,0.07134,0.02094
1130,0.08641,0.06554,0.02087
1131,0.08643,0.06568,0.02075
1132,0.08918,0.06836,0.02082
1133,0.08719,0.06632,0.02087
1134,0.08647,0.06554,0.02093
1135,0.08739,0.06655,0.02085
1136,0.08881,0.06798,0.02083
1137,0.08989,0.06892,0.02097
1138,0.08899,0.06825,0.02075
1139,0.08786,0.06709,0.02077
1140,0.08855,0.06764,0.02090
1141,0.08874,0.06788,0.02086
1142,0.08845,0.06775,0.02070
1143,0.08965,0.06881,0.02084
1144,0.08936,0.06855,0.02081
1145,0.08923,0.06840,0.02084
1146,0.08854,0.06770,0.02084
1147,0.08812,0.06725,0.02087
1148,0.08896,0.06816,0.02080
1149,0.08717,0.06627,0.02091
1150,0.08751,0.06673,0.02078
1151,0.08492,0.06411,0.02081
1152,0.08216,0.06137,0.02078
1153,0.08667,0.06591,0.02076
1154,0.08670,0.06583,0.02087
1155,0.08296,0.06210,0.02086
1156,0.08617,0.06533,0.02085
1157,0.08421,0.06318,0.02103
1158,0.08294,0.06224,0.02070
1159,0.08836,0.06762,0.02074
1160,0.08433,0.06356,0.02077
1161,0.08466,0.06391,0.02075
1162,0.08582,0.06505,0.02077
1163,0.08709,0.06586,0.02123
1164,0.08356,0.06271,0.02085
1165,0.08632,0.06563,0.02070
1166,0.08545,0.06469,0.02077
1167,0.08461,0.06391,0.02070
1168,0.08436,0.06356,0.02080
1169,0.08433,0.06353,0.02079
1170,0.08549,0.06481,0.02069
1171,0.08606,0.06525,0.02081
1172,0.08266,0.06188,0.02078
1173,0.08090,0.06019,0.02071
1174,0.08301,0.06225,0.02076
1175,0.08403,0.06307,0.02096
1176,0.08090,0.05999,0.02091
1177,0.08281,0.06209,0.02072
1178,0.08213,0.06137,0.02075
1179,0.08374,0.06298,0.02076
1180,0.08380,0.06312,0.02068
1181,0.08158,0.06092,0.02067
1182,0.08051,0.05971,0.02080
1183,0.08074,0.06004,0.02070
1184,0.08027,0.05959,0.02068
1185,0.08424,0.06356,0.02068
1186,0.08369,0.06293,0.02076
1187,0.08156,0.06085,0.02071
1188,0.07942,0.05869,0.02073
1189,0.07850,0.05780,0.02070
1190,0.08194,0.06118,0.02076
1191,0.07933,0.05854,0.02079
1192,0.08342,0.06273,0.02069
1193,0.08091,0.06004,0.02087
1194,0.07856,0.05754,0.02102
1195,0.07815,0.05735,0.02080
1196,0.07820,0.05740,0.02080
1197,0.08006,0.05940,0.02066
1198,0.07732,0.05657,0.02075
1199,0.07713,0.05640,0.02073
1200,0.08048,0.05972,0.02076
1201,0.07980,0.05903,0.02077
1202,0.08159,0.06089,0.02070
1203,0.08046,0.05981,0.02065
1204,0.07781,0.05715,0.02066
1205,0.07975,0.05903,0.02071
1206,0.07629,0.05561,0.02068
1207,0.07937,0.05864,0.02074
1208,0.07673,0.05603,0.02070
1209,0.07826,0.05755,0.02071
1210,0.07757,0.05692,0.02064
1211,0.07867,0.05796,0.02071
1212,0.07842,0.05775,0.02066
1213,0.07808,0.05739,0.02068
1214,0.07926,0.05864,0.02061
1215,0.07920,0.05856,0.02063
1216,0.07570,0.05499,0.02071
1217,0.07864,0.05764,0.02100
1218,0.07600,0.05510,0.02091
1219,0.07687,0.05624,0.02063
1220,0.08061,0.06000,0.02060
1221,0.07838,0.05770,0.02068
1222,0.07670,0.05604,0.02066
1223,0.07649,0.05588,0.02061
1224,0.07767,0.05702,0.02066
1225,0.07563,0.05491,0.02072
1226,0.07568,0.05504,0.02064
1227,0.07614,0.05549,0.02065
1228,0.07628,0.05569,0.02060
1229,0.07819,0.05750,0.02069
1230,0.07620,0.05559,0.02061
1231,0.07652,0.05590,0.02062
1232,0.07499,0.05409,0.02091
1233,0.07296,0.05227,0.02069
1234,0.07293,0.05232,0.02061
1235,0.07612,0.05544,0.02068
1236,0.07713,0.05652,0.02062
1237,0.07265,0.05213,0.02052
1238,0.07598,0.05529,0.02069
1239,0.07595,0.05523,0.02072
1240,0.07496,0.05431,0.02065
1241,0.07591,0.05535,0.02057
1242,0.07542,0.05482,0.02060
1243,0.07397,0.05328,0.02068
1244,0.07372,0.05306,0.02066
1245,0.07408,0.05351,0.02057
1246,0.07419,0.05359,0.02060
1247,0.07573,0.05485,0.02088
1248,0.07169,0.05097,0.02072
1249,0.07412,0.05340,0.02072
1250,0.07295,0.05223,0.02072
1251,0.07381,0.05324,0.02057
1252,0.07240,0.05181,0.02059
1253,0.07158,0.05092,0.02066
1254,0.07190,0.05130,0.02060
1255,0.07312,0.05254,0.02058
1256,0.07342,0.05281,0.02060
1257,0.07416,0.05350,0.02065
1258,0.07309,0.05243,0.02065
1259,0.07340,0.05287,0.02053
1260,0.06971,0.04908,0.02063
1261,0.07398,0.05338,0.02060
1262,0.07269,0.05213,0.02056
1263,0.07104,0.05043,0.02061
1264,0.06990,0.04923,0.02066
1265,0.07072,0.05016,0.02056
1266,0.07088,0.05029,0.02059
1267,0.07206,0.05147,0.02058
1268,0.07155,0.05105,0.02050
1269,0.07185,0.05127,0.02059
1270,0.07235,0.05178,0.02058
1271,0.07260,0.05193,0.02067
1272,0.07009,0.04951,0.02058
1273,0.07073,0.05019,0.02054
1274,0.07201,0.05144,0.02057
1275,0.06982,0.04923,0.02060
1276,0.06851,0.04797,0.02054
1277,0.06935,0.04866,0.02069
1278,0.06972,0.04904,0.02068
1279,0.06884,0.04842,0.02043
1280,0.07094,0.05038,0.02056
1281,0.07117,0.05056,0.02061
1282,0.07090,0.05027,0.02063
1283,0.06864,0.04805,0.02059
1284,0.06907,0.04849,0.02058
1285,0.06980,0.04925,0.02054
1286,0.06978,0.04933,0.02045
1287,0.07006,0.04952,0.02054
1288,0.06894,0.04838,0.02056
1289,0.06885,0.04827,0.02059
1290,0.06988,0.04932,0.02056
1291,0.06961,0.04900,0.02061
1292,0.06848,0.04796,0.02052
1293,0.06826,0.04771,0.02055
1294,0.06877,0.04823,0.02054
1295,0.07013,0.04942,0.02071
1296,0.06706,0.04630,0.02076
1297,0.06648,0.04594,0.02054
1298,0.06859,0.04799,0.02060
1299,0.06958,0.04901,0.02057
1300,0.06874,0.04812,0.02062
1301,0.06588,0.04519,0.02070
1302,0.06860,0.04802,0.02058
1303,0.06984,0.04925,0.02058
1304,0.06751,0.04685,0.02065
1305,0.06914,0.04855,0.02059
1306,0.06889,0.04833,0.02056
1307,0.06903,0.04854,0.02049
1308,0.06825,0.04777,0.02048
1309,0.06972,0.04922,0.02050
1310,0.06827,0.04773,0.02054
1311,0.06576,0.04524,0.02052
1312,0.06820,0.04763,0.02057
1313,0.06863,0.04802,0.02061
1314,0.06725,0.04683,0.02043
1315,0.06703,0.04653,0.02050
1316,0.06495,0.04446,0.02049
1317,0.06712,0.04660,0.02053
1318,0.06815,0.04758,0.02057
1319,0.06651,0.04599,0.02053
1320,0.06658,0.04607,0.02051
1321,0.06699,0.04650,0.02050
1322,0.06620,0.04567,0.02052
1323,0.06732,0.04681,0.02051
1324,0.06767,0.04716,0.02051
1325,0.06604,0.04551,0.02053
1326,0.06565,0.04514,0.02051
1327,0.06677,0.04630,0.02047
1328,0.06598,0.04552,0.02046
1329,0.06611,0.04563,0.02048
1330,0.06635,0.04591,0.02044
1331,0.06430,0.04382,0.02048
1332,0.06620,0.04552,0.02068
1333,0.06480,0.04433,0.02047
1334,0.06590,0.04543,0.02047
1335,0.06489,0.04439,0.02049
1336,0.06671,0.04621,0.02050
1337,0.06456,0.04407,0.02049
1338,0.06472,0.04407,0.02064
1339,0.06546,0.04502,0.02043
1340,0.06436,0.04389,0.02047
1341,0.06558,0.04513,0.02045
1342,0.06461,0.04407,0.02054
1343,0.06640,0.04587,0.02053
1344,0.06461,0.04401,0.02060
1345,0.06673,0.04627,0.02046
1346,0.06598,0.04552,0.02046
1347,0.06614,0.04566,0.02048
1348,0.06444,0.04399,0.02045
1349,0.06366,0.04314,0.02052
1350,0.06408,0.04352,0.02056
1351,0.06231,0.04183,0.02048
1352,0.06521,0.04470,0.02051
1353,0.06168,0.04111,0.02057
1354,0.06181,0.04135,0.02046
1355,0.06564,0.04514,0.02050
1356,0.06384,0.04343,0.02041
1357,0.06388,0.04339,0.02050
1358,0.06416,0.04373,0.02043
1359,0.06292,0.04241,0.02051
1360,0.06506,0.04461,0.02045
1361,0.06298,0.04242,0.02056
1362,0.06273,0.04231,0.02042
1363,0.06317,0.04265,0.02053
1364,0.06173,0.04128,0.02045
1365,0.06239,0.04195,0.02044
1366,0.06386,0.04334,0.02052
1367,0.06355,0.04300,0.02054
1368,0.06334,0.04275,0.02059
1369,0.06284,0.04244,0.02040
1370,0.06078,0.04033,0.02045
1371,0.06344,0.04303,0.02042
1372,0.06322,0.04275,0.02046
1373,0.06171,0.04133,0.02038
1374,0.06355,0.04309,0.02046
1375,0.06144,0.04102,0.02042
1376,0.06120,0.04071,0.02048
1377,0.06203,0.04156,0.02047
1378,0.06305,0.04256,0.02049
1379,0.06014,0.03975,0.02039
1380,0.06142,0.04098,0.02044
1381,0.06179,0.04134,0.02045
1382,0.06053,0.04010,0.02043
1383,0.06125,0.04084,0.02041
1384,0.06271,0.04226,0.02046
1385,0.06110,0.04064,0.02046
1386,0.06134,0.04090,0.02043
1387,0.06173,0.04128,0.02045
1388,0.05944,0.03894,0.02050
1389,0.06042,0.04001,0.02041
1390,0.06125,0.04079,0.02046
1391,0.06067,0.04028,0.02039
1392,0.06091,0.04048,0.02043
1393,0.06119,0.04070,0.02049
1394,0.05954,0.03898,0.02056
1395,0.06091,0.04053,0.02038
1396,0.06045,0.04007,0.02038
1397,0.06074,0.04040,0.02034
1398,0.06189,0.04141,0.02049
1399,0.06019,0.03977,0.02043
1400,0.06049,0.03999,0.02050
1401,0.06073,0.04031,0.02041
1402,0.06108,0.04072,0.02036
1403,0.06124,0.04084,0.02039
1404,0.06001,0.03962,0.02039
1405,0.05998,0.03954,0.02044
1406,0.06120,0.04084,0.02036
1407,0.06009,0.03971,0.02038
1408,0.06054,0.04005,0.02049
1409,0.06015,0.03978,0.02037
1410,0.05974,0.03929,0.02046
1411,0.05970,0.03923,0.02047
1412,0.05938,0.03905,0.02033
1413,0.05990,0.03948,0.02041
1414,0.05886,0.03846,0.02040
1415,0.05907,0.03875,0.02032
1416,0.06062,0.04024,0.02038
1417,0.06034,0.03985,0.02048
1418,0.05762,0.03723,0.02039
1419,0.05900,0.03864,0.02036
1420,0.05845,0.03810,0.02036
1421,0.06044,0.04009,0.02035
1422,0.05863,0.03825,0.02039
1423,0.05953,0.03912,0.02041
1424,0.05838,0.03802,0.02036
1425,0.06005,0.03969,0.02037
1426,0.06067,0.04024,0.02043
1427,0.05899,0.03858,0.02041
1428,0.05945,0.03908,0.02037
1429,0.05966,0.03933,0.02033
1430,0.05836,0.03796,0.02040
1431,0.06074,0.04036,0.02038
1432,0.05831,0.03790,0.02041
1433,0.05796,0.03759,0.02037
1434,0.05680,0.03641,0.02039
1435,0.05923,0.03877,0.02046
1436,0.05800,0.03766,0.02035
1437,0.05960,0.03921,0.02039
1438,0.05813,0.03770,0.02042
1439,0.05787,0.03751,0.02036
1440,0.05752,0.03718,0.02034
1441,0.05808,0.03774,0.02034
1442,0.05812,0.03774,0.02038
1443,0.05776,0.03733,0.02044
1444,0.05691,0.03648,0.02043
1445,0.05738,0.03700,0.02038
1446,0.05871,0.03831,0.02040
1447,0.05859,0.03816,0.02043
1448,0.05810,0.03774,0.02036
1449,0.05748,0.03713,0.02036
1450,0.05784,0.03745,0.02039
1451,0.05661,0.03627,0.02033
1452,0.05788,0.03744,0.02044
1453,0.05707,0.03668,0.02039
1454,0.05668,0.03632,0.02036
1455,0.05743,0.03703,0.02040
1456,0.05661,0.03622,0.02039
1457,0.05682,0.03650,0.02032
1458,0.05713,0.03682,0.02030
1459,0.05633,0.03593,0.02040
1460,0.05787,0.03750,0.02036
1461,0.05766,0.03725,0.02042
1462,0.05696,0.03662,0.02034
1463,0.05751,0.03708,0.02043
1464,0.05812,0.03773,0.02039
1465,0.05708,0.03669,0.02039
1466,0.05715,0.03685,0.02030
1467,0.05719,0.03682,0.02037
1468,0.05548,0.03515,0.02033
1469,0.05706,0.03675,0.02031
1470,0.05808,0.03767,0.02041
1471,0.05713,0.03679,0.02034
1472,0.05552,0.03515,0.02037
1473,0.05654,0.03619,0.02034
1474,0.05593,0.03560,0.02033
1475,0.05744,0.03714,0.02030
1476,0.05686,0.03657,0.02030
1477,0.05564,0.03534,0.02029
1478,0.05588,0.03552,0.02036
1479,0.05575,0.03540,0.02035
1480,0.05491,0.03457,0.02034
1481,0.05384,0.03346,0.02039
1482,0.05707,0.03679,0.02028
1483,0.05582,0.03544,0.02038
1484,0.05503,0.03474,0.02029
1485,0.05560,0.03524,0.02037
1486,0.05681,0.03652,0.02029
1487,0.05533,0.03502,0.02031
1488,0.05507,0.03480,0.02027
1489,0.05633,0.03602,0.02032
1490,0.05668,0.03635,0.02033
1491,0.05612,0.03580,0.02032
1492,0.05504,0.03472,0.02033
1493,0.05502,0.03470,0.02032
1494,0.05452,0.03421,0.02031
1495,0.05543,0.03511,0.02032
1496,0.05465,0.03431,0.02034
1497,0.05415,0.03383,0.02033
1498,0.05478,0.03445,0.02034
1499,0.05540,0.03500,0.02040
1500,0.05517,0.03479,0.02038
1501,0.05488,0.03453,0.02034
1502,0.05458,0.03423,0.02035
1503,0.05515,0.03486,0.02028
1504,0.05444,0.03409,0.02035
1505,0.05484,0.03448,0.02036
1506,0.05547,0.03523,0.02024
1507,0.05508,0.03473,0.02035
1508,0.05496,0.03464,0.02032
1509,0.05571,0.03546,0.02026
1510,0.05545,0.03517,0.02029
1511,0.05577,0.03546,0.02031
1512,0.05478,0.03446,0.02031
1513,0.05374,0.03346,0.02027
1514,0.05435,0.03401,0.02034
1515,0.05385,0.03355,0.02031
1516,0.05401,0.03370,0.02031
1517,0.05386,0.03358,0.02028
1518,0.05604,0.03575,0.02029
1519,0.05497,0.03465,0.02032
1520,0.05551,0.03518,0.02033
1521,0.05470,0.03435,0.02035
1522,0.05411,0.03381,0.02030
1523,0.05412,0.03380,0.02032
1524,0.05438,0.03399,0.02039
1525,0.05394,0.03373,0.02021
1526,0.05393,0.03368,0.02025
1527,0.05272,0.03255,0.02018
1528,0.05476,0.03452,0.02024
1529,0.05300,0.03271,0.02029
1530,0.05453,0.03426,0.02028
1531,0.05259,0.03222,0.02037
1532,0.05352,0.03332,0.02021
1533,0.05379,0.03347,0.02032
1534,0.05574,0.03551,0.02024
1535,0.05371,0.03337,0.02033
1536,0.05320,0.03296,0.02025
1537,0.05271,0.03243,0.02028
1538,0.05453,0.03429,0.02024
1539,0.05299,0.03274,0.02025
1540,0.05368,0.03336,0.02032
1541,0.05375,0.03348,0.02028
1542,0.05367,0.03336,0.02031
1543,0.05208,0.03184,0.02024
1544,0.05360,0.03333,0.02027
1545,0.05361,0.03336,0.02025
1546,0.05431,0.03398,0.02032
1547,0.05367,0.03337,0.02030
1548,0.05188,0.03164,0.02024
1549,0.05344,0.03317,0.02027
1550,0.05373,0.03344,0.02029
1551,0.05351,0.03327,0.02024
1552,0.05253,0.03220,0.02032
1553,0.05299,0.03280,0.02019
1554,0.05289,0.03268,0.02021
1555,0.05380,0.03348,0.02031
1556,0.05336,0.03317,0.02019
1557,0.05257,0.03233,0.02024
1558,0.05129,0.03108,0.02021
1559,0.05296,0.03265,0.02030
1560,0.05223,0.03193,0.02029
1561,0.05336,0.03313,0.02023
1562,0.05310,0.03280,0.02030
1563,0.05283,0.03261,0.02022
1564,0.05305,0.03278,0.02027
1565,0.05254,0.03230,0.02024
1566,0.05289,0.03260,0.02029
1567,0.05309,0.03278,0.02031
1568,0.05178,0.03151,0.02028
1569,0.05301,0.03276,0.02025
1570,0.05222,0.03205,0.02017
1571,0.05281,0.03257,0.02024
1572,0.05331,0.03307,0.02024
1573,0.05200,0.03176,0.02025
1574,0.05130,0.03103,0.02027
1575,0.05215,0.03190,0.02025
1576,0.05275,0.03252,0.02023
1577,0.05071,0.03049,0.02022
1578,0.05215,0.03186,0.02029
1579,0.05161,0.03140,0.02021
1580,0.05204,0.03182,0.02022
1581,0.05191,0.03164,0.02027
1582,0.05370,0.03337,0.02033
1583,0.05103,0.03083,0.02021
1584,0.05306,0.03274,0.02032
1585,0.05083,0.03053,0.02030
1586,0.05251,0.03226,0.02025
1587,0.05246,0.03223,0.02022
1588,0.05177,0.03153,0.02023
1589,0.05217,0.03192,0.02025
1590,0.05267,0.03243,0.02024
1591,0.05285,0.03260,0.02025
1592,0.05214,0.03183,0.02031
1593,0.05092,0.03069,0.02024
1594,0.05257,0.03233,0.02024
1595,0.05210,0.03188,0.02022
1596,0.05286,0.03258,0.02028
1597,0.05232,0.03208,0.02025
1598,0.05120,0.03097,0.02023
