Filename,Makespan,Energy,Inference_Time(s),Valid
job100_m10_194.json,926,92600,35.6910,True
job100_m10_335.json,1015,101500,38.8848,True
job100_m10_377.json,948,94800,35.9693,True
job100_m10_651.json,990,99000,35.1939,True
job100_m10_694.json,994,99400,36.5737,True
job100_m10_760.json,1012,101200,37.7932,True
job100_m10_847.json,966,96600,37.1036,True
job100_m10_885.json,875,87500,34.5110,True
job100_m11_154.json,955,95500,33.5765,True
job100_m11_376.json,858,85800,34.3412,True
job100_m11_506.json,869,86900,33.8387,True
job100_m11_550.json,963,96300,37.4960,True
job100_m11_674.json,936,93600,32.6081,True
job100_m11_783.json,848,84800,35.6182,True
job100_m11_860.json,930,93000,39.1024,True
job100_m11_997.json,919,91900,38.6559,True
job100_m12_421.json,824,82400,34.5549,True
job100_m12_422.json,837,83700,37.5802,True
job100_m12_488.json,821,82100,31.9925,True
job100_m12_581.json,856,85600,38.2394,True
job100_m5_325.json,1745,174500,33.3876,True
job100_m5_392.json,1678,167800,32.7174,True
job100_m5_653.json,1768,176800,35.0743,True
job100_m6_259.json,1660,166000,33.6461,True
job100_m6_483.json,1441,144100,32.1817,True
job100_m6_539.json,1460,146000,32.8270,True
job100_m6_730.json,1391,139100,31.9978,True
job100_m7_431.json,1261,126100,37.3792,True
job100_m7_687.json,1234,123400,35.4759,True
job100_m8_125.json,1136,113600,37.6123,True
job100_m8_447.json,1154,115400,38.3595,True
job100_m8_94.json,1149,114900,38.0993,True
job100_m9_460.json,1067,106700,38.9829,True
job100_m9_536.json,1076,107600,33.3734,True
job101_m10_260.json,1034,103400,36.7057,True
job101_m10_348.json,1008,100800,35.3615,True
job101_m10_609.json,1063,106300,34.8099,True
job101_m10_716.json,1046,104600,35.3983,True
job101_m10_780.json,1023,102300,34.0721,True
job101_m11_184.json,830,83000,36.0158,True
job101_m11_437.json,869,86900,32.6355,True
job101_m11_617.json,880,88000,36.8815,True
job101_m11_624.json,903,90300,31.7145,True
job101_m11_914.json,1004,100400,35.6618,True
job101_m12_235.json,790,79000,33.8633,True
job101_m12_4.json,881,88100,36.2617,True
job101_m12_456.json,868,86800,37.4237,True
job101_m12_66.json,828,82800,37.2343,True
job101_m12_691.json,763,76300,33.3666,True
job101_m12_837.json,813,81300,33.4465,True
job101_m12_979.json,752,75200,35.2119,True
job102_m10_229.json,1063,106300,33.6840,True
job102_m10_247.json,991,99100,41.0092,True
job102_m10_474.json,937,93700,37.2913,True
job102_m10_531.json,1010,101000,39.4073,True
job102_m10_805.json,941,94100,36.7340,True
job102_m10_875.json,1071,107100,39.6317,True
job102_m11_190.json,1047,104700,33.8728,True
job102_m11_663.json,839,83900,33.6810,True
job102_m11_893.json,858,85800,37.1230,True
job102_m11_909.json,974,97400,37.9232,True
job103_m10_178.json,936,93600,38.9792,True
job103_m10_264.json,941,94100,33.5509,True
job103_m10_496.json,978,97800,30.9107,True
job103_m11_387.json,919,91900,37.6148,True
job103_m11_401.json,890,89000,36.2000,True
job103_m11_504.json,924,92400,39.2045,True
job103_m12_371.json,835,83500,35.2127,True
job103_m12_635.json,1125,112500,38.1503,True
job103_m12_650.json,964,96400,40.8658,True
job103_m12_679.json,818,81800,36.9965,True
job103_m12_698.json,793,79300,35.0308,True
job103_m12_769.json,836,83600,36.3991,True
job103_m12_802.json,905,90500,40.1436,True
job103_m12_824.json,884,88400,39.2713,True
job104_m10_164.json,1128,112800,37.9146,True
job104_m10_170.json,1093,109300,39.2589,True
job104_m10_204.json,1018,101800,39.6788,True
job104_m10_225.json,1002,100200,40.9666,True
job104_m10_26.json,952,95200,35.9046,True
job104_m10_43.json,1118,111800,40.2360,True
job104_m10_601.json,1013,101300,36.5733,True
job104_m10_755.json,993,99300,36.7069,True
job104_m10_977.json,978,97800,39.3174,True
job104_m11_396.json,915,91500,34.7296,True
job104_m11_96.json,996,99600,41.0341,True
job104_m12_128.json,870,87000,39.3160,True
job104_m12_192.json,859,85900,37.7085,True
job104_m12_519.json,910,91000,38.3366,True
job104_m12_678.json,887,88700,38.1483,True
job104_m12_946.json,832,83200,38.7314,True
job104_m12_976.json,791,79100,34.6003,True
job105_m10_383.json,1024,102400,38.7481,True
job105_m10_489.json,1067,106700,43.3940,True
job105_m10_49.json,1113,111300,42.2095,True
job105_m10_735.json,939,93900,35.9594,True
job105_m10_758.json,943,94300,39.6619,True
job105_m10_812.json,998,99800,37.2032,True
job105_m10_919.json,1024,102400,38.1766,True
job105_m11_203.json,868,86800,37.8567,True
job105_m11_438.json,893,89300,36.1435,True
job105_m11_54.json,929,92900,40.6541,True
job105_m11_835.json,944,94400,40.4780,True
job105_m11_931.json,860,86000,38.8083,True
job105_m12_189.json,951,95100,39.7592,True
job105_m12_237.json,846,84600,39.0057,True
job105_m12_586.json,830,83000,38.9010,True
job105_m12_618.json,936,93600,35.8485,True
job105_m12_721.json,921,92100,38.7800,True
job105_m12_844.json,954,95400,41.9441,True
job106_m10_121.json,1058,105800,38.9169,True
job106_m10_195.json,1071,107100,35.6818,True
job106_m10_300.json,1112,111200,38.7881,True
job106_m10_381.json,1102,110200,40.5254,True
job106_m11_643.json,950,95000,37.8207,True
job106_m11_742.json,1003,100300,39.5883,True
job106_m12_301.json,811,81100,39.5447,True
job106_m12_513.json,927,92700,43.3919,True
job106_m12_739.json,839,83900,41.0339,True
job106_m12_937.json,943,94300,40.4063,True
job107_m10_339.json,1027,102700,35.9795,True
job107_m10_470.json,1011,101100,38.1568,True
job107_m10_545.json,1055,105500,39.1389,True
job107_m10_626.json,1029,102900,39.3995,True
job107_m10_700.json,1004,100400,38.5377,True
job107_m10_915.json,1188,118800,34.8834,True
job107_m10_921.json,952,95200,35.1551,True
job107_m10_934.json,1005,100500,41.3393,True
job107_m11_135.json,1007,100700,40.8178,True
job107_m11_800.json,969,96900,39.2701,True
job107_m11_806.json,892,89200,35.3481,True
job107_m12_660.json,863,86300,40.4484,True
job107_m12_814.json,937,93700,39.6564,True
job108_m10_162.json,1025,102500,36.2816,True
job108_m10_306.json,1033,103300,37.9725,True
job108_m10_996.json,1111,111100,42.5453,True
job108_m11_253.json,992,99200,44.0667,True
job108_m11_391.json,1019,101900,41.6401,True
job108_m11_711.json,947,94700,41.3249,True
job108_m11_843.json,943,94300,41.1150,True
job108_m11_889.json,958,95800,41.7791,True
job108_m11_969.json,970,97000,40.7684,True
job108_m12_187.json,922,92200,42.5124,True
job108_m12_222.json,855,85500,41.4698,True
job108_m12_307.json,894,89400,40.0630,True
job108_m12_445.json,882,88200,38.3710,True
job108_m12_479.json,841,84100,36.6087,True
job108_m12_84.json,890,89000,34.2940,True
job108_m12_85.json,867,86700,40.5546,True
job108_m12_864.json,940,94000,38.3775,True
job109_m10_312.json,1038,103800,38.0406,True
job109_m10_478.json,1071,107100,39.7840,True
job109_m10_999.json,1081,108100,42.3846,True
job109_m11_790.json,902,90200,40.7426,True
job109_m12_12.json,903,90300,38.8232,True
job109_m12_315.json,972,97200,39.9937,True
job109_m12_342.json,925,92500,39.8718,True
job109_m12_951.json,900,90000,38.5366,True
job110_m10_393.json,984,98400,41.7536,True
job110_m10_412.json,1073,107300,43.5605,True
job110_m10_495.json,1040,104000,42.5093,True
job110_m10_616.json,1060,106000,36.7609,True
job110_m10_849.json,997,99700,41.4427,True
job110_m10_913.json,982,98200,42.0162,True
job110_m10_943.json,1151,115100,41.8160,True
job110_m11_296.json,885,88500,40.9893,True
job110_m11_444.json,1042,104200,40.7790,True
job110_m11_508.json,950,95000,42.4697,True
job110_m11_622.json,946,94600,41.2272,True
job110_m12_40.json,886,88600,41.8082,True
job110_m12_441.json,990,99000,42.8443,True
job110_m12_494.json,989,98900,43.9995,True
job110_m12_759.json,898,89800,39.8549,True
job111_m10_440.json,1065,106500,43.5450,True
job111_m10_469.json,1132,113200,40.5006,True
job111_m11_185.json,1058,105800,44.0045,True
job111_m11_217.json,975,97500,44.6804,True
job111_m11_419.json,963,96300,41.8528,True
job111_m11_554.json,916,91600,38.7634,True
job111_m12_287.json,1001,100100,42.3261,True
job111_m12_670.json,920,92000,42.7338,True
job111_m12_743.json,988,98800,42.4688,True
job112_m10_316.json,1080,108000,45.0471,True
job112_m10_905.json,985,98500,38.4004,True
job112_m11_145.json,1030,103000,44.2441,True
job112_m11_446.json,1006,100600,43.7452,True
job112_m11_65.json,977,97700,41.4413,True
job112_m11_826.json,974,97400,45.6290,True
job112_m11_87.json,1002,100200,40.9748,True
job112_m11_93.json,951,95100,39.3012,True
job112_m12_120.json,913,91300,40.7118,True
job112_m12_46.json,1038,103800,40.8720,True
job112_m12_925.json,983,98300,41.6353,True
job112_m12_968.json,896,89600,40.2779,True
job113_m10_210.json,1126,112600,44.1379,True
job113_m10_280.json,1140,114000,41.0569,True
job113_m10_356.json,1060,106000,40.8603,True
job113_m11_176.json,997,99700,40.9132,True
job113_m11_420.json,1002,100200,46.5107,True
job113_m11_433.json,913,91300,40.7707,True
job113_m11_471.json,1024,102400,44.8102,True
job113_m11_565.json,1006,100600,42.4659,True
job113_m11_882.json,958,95800,45.7010,True
job113_m11_948.json,1002,100200,42.1445,True
job113_m12_200.json,974,97400,45.0805,True
job113_m12_31.json,950,95000,43.4066,True
job113_m12_704.json,960,96000,42.6848,True
job113_m12_757.json,995,99500,47.8854,True
job114_m10_151.json,1106,110600,44.4584,True
job114_m10_272.json,1167,116700,43.1577,True
job114_m10_576.json,1098,109800,42.2726,True
job114_m10_652.json,1067,106700,42.7838,True
job114_m10_821.json,1068,106800,43.6407,True
job114_m11_388.json,1136,113600,45.4485,True
job114_m11_395.json,1067,106700,39.4017,True
job114_m11_537.json,962,96200,45.1872,True
job114_m11_918.json,910,91000,42.8080,True
job114_m12_149.json,970,97000,46.7510,True
job114_m12_467.json,996,99600,47.6973,True
job114_m12_475.json,925,92500,46.3241,True
job114_m12_816.json,945,94500,43.9020,True
job114_m12_870.json,1019,101900,42.1900,True
job115_m10_122.json,1164,116400,44.5083,True
job115_m10_29.json,1185,118500,45.5869,True
job115_m10_540.json,1110,111000,40.1362,True
job115_m10_985.json,1091,109100,42.6223,True
job115_m11_404.json,962,96200,45.9776,True
job115_m11_410.json,1019,101900,47.9917,True
job116_m10_141.json,1119,111900,45.0913,True
job116_m10_152.json,1108,110800,45.6150,True
job116_m10_223.json,1162,116200,46.5820,True
job116_m10_473.json,1290,129000,46.7148,True
job116_m10_584.json,1099,109900,49.0991,True
job116_m10_972.json,1101,110100,44.4811,True
job116_m11_216.json,1061,106100,46.5604,True
job116_m11_323.json,900,90000,44.4952,True
job116_m11_621.json,975,97500,41.8776,True
job116_m11_832.json,994,99400,44.6447,True
job116_m11_927.json,971,97100,41.4678,True
job116_m12_129.json,951,95100,45.6333,True
job116_m12_451.json,963,96300,44.9111,True
job116_m12_588.json,970,97000,45.6605,True
job116_m12_697.json,954,95400,48.3541,True
job116_m12_717.json,1014,101400,45.4776,True
job116_m12_88.json,998,99800,46.3233,True
job117_m10_116.json,1115,111500,45.9502,True
job117_m10_439.json,1123,112300,43.6542,True
job117_m10_497.json,1097,109700,42.8477,True
