Filename,Best_Makespan
gen_10_job_0.json,426
gen_10_job_1.json,478
gen_10_job_2.json,497
gen_10_job_3.json,452
gen_10_job_4.json,462
gen_10_job_5.json,373
gen_10_job_6.json,525
gen_10_job_7.json,483
gen_10_job_8.json,414
gen_10_job_9.json,466
gen_30_job_0.json,1261
gen_30_job_1.json,1386
gen_30_job_2.json,1265
gen_30_job_3.json,1138
gen_30_job_4.json,1344
gen_30_job_5.json,1025
gen_30_job_6.json,1290
gen_30_job_7.json,1102
gen_30_job_8.json,1303
gen_30_job_9.json,1163
gen_50_job_0.json,1590
gen_50_job_1.json,1472
gen_50_job_2.json,1433
gen_50_job_3.json,1429
gen_50_job_4.json,1471
gen_50_job_5.json,1539
gen_50_job_6.json,1536
gen_50_job_7.json,1519
gen_50_job_8.json,1349
gen_50_job_9.json,1448
gen_100_job_0.json,2984
gen_100_job_1.json,2967
gen_100_job_2.json,3043
gen_100_job_3.json,2694
gen_100_job_4.json,2760
gen_100_job_5.json,2903
gen_100_job_6.json,3087
gen_100_job_7.json,3030
gen_100_job_8.json,2738
gen_100_job_9.json,2949
