Filename,Deterministic_MK,Stochastic_MK
job10_m8_82.json,127.00,127.00
job10_m8_854.json,103.00,103.00
job11_m5_170.json,168.00,168.00
job11_m5_300.json,158.00,158.00
job11_m5_315.json,165.00,165.00
job11_m5_32.json,185.00,185.00
job11_m5_399.json,165.00,165.00
job11_m5_429.json,165.00,165.00
job11_m5_514.json,183.00,183.00
job11_m5_632.json,179.00,179.00
job11_m5_651.json,148.00,148.00
job11_m5_722.json,177.00,177.00
job11_m5_827.json,149.00,149.00
job11_m5_875.json,188.00,188.00
job11_m5_878.json,160.00,160.00
job11_m5_907.json,161.00,161.00
job11_m5_910.json,169.00,169.00
job11_m5_946.json,204.00,204.00
job11_m6_1.json,158.00,158.00
job11_m6_149.json,127.00,127.00
job11_m6_21.json,107.00,107.00
job11_m6_248.json,154.00,154.00
job11_m6_411.json,161.00,161.00
job11_m6_509.json,180.00,180.00
job11_m6_639.json,168.00,168.00
job11_m6_800.json,155.00,155.00
job11_m6_841.json,145.00,145.00
job11_m6_871.json,166.00,166.00
job11_m7_138.json,134.00,134.00
job11_m7_215.json,122.00,122.00
job11_m7_364.json,107.00,107.00
job11_m7_388.json,138.00,138.00
job11_m7_441.json,149.00,149.00
job11_m7_46.json,160.00,160.00
job11_m7_598.json,135.00,135.00
job11_m7_673.json,120.00,120.00
job11_m7_8.json,103.00,103.00
job11_m8_133.json,130.00,130.00
job11_m8_166.json,110.00,110.00
job11_m8_263.json,134.00,134.00
job11_m8_308.json,146.00,146.00
job11_m8_442.json,112.00,112.00
job11_m8_507.json,109.00,109.00
job11_m8_550.json,131.00,131.00
job11_m8_623.json,119.00,119.00
job11_m8_627.json,109.00,109.00
job11_m8_642.json,142.00,142.00
job11_m8_779.json,158.00,158.00
job11_m8_951.json,135.00,135.00
job12_m5_11.json,171.00,171.00
job12_m5_31.json,183.00,183.00
job12_m5_448.json,154.00,154.00
job12_m5_502.json,177.00,177.00
job12_m5_54.json,140.00,140.00
job12_m5_548.json,177.00,177.00
job12_m5_679.json,188.00,188.00
job12_m5_690.json,176.00,176.00
job12_m5_778.json,160.00,160.00
job12_m5_885.json,188.00,188.00
job12_m5_954.json,173.00,173.00
job12_m6_162.json,159.00,159.00
job12_m6_333.json,157.00,157.00
job12_m6_374.json,152.00,152.00
job12_m6_396.json,147.00,147.00
job12_m6_431.json,151.00,151.00
job12_m6_650.json,154.00,154.00
job12_m6_658.json,157.00,157.00
job12_m6_708.json,159.00,159.00
job12_m6_724.json,168.00,168.00
job12_m6_737.json,161.00,161.00
job12_m6_755.json,135.00,135.00
job12_m6_87.json,146.00,146.00
job12_m6_963.json,170.00,170.00
job12_m7_191.json,139.00,139.00
job12_m7_221.json,134.00,134.00
job12_m7_23.json,161.00,161.00
job12_m7_285.json,139.00,139.00
job12_m7_314.json,130.00,130.00
job12_m7_458.json,147.00,147.00
job12_m7_547.json,139.00,139.00
job12_m7_687.json,141.00,141.00
job12_m7_721.json,150.00,150.00
job12_m7_734.json,128.00,128.00
job12_m7_756.json,136.00,136.00
job12_m7_989.json,154.00,154.00
job12_m8_113.json,127.00,127.00
job12_m8_160.json,151.00,151.00
job12_m8_193.json,129.00,129.00
job12_m8_383.json,142.00,142.00
job12_m8_579.json,149.00,149.00
job12_m8_601.json,133.00,133.00
job12_m8_766.json,100.00,100.00
job12_m8_815.json,130.00,130.00
job12_m8_866.json,148.00,148.00
job13_m5_108.json,174.00,174.00
job13_m5_211.json,186.00,186.00
job13_m5_217.json,217.00,217.00
job13_m5_25.json,181.00,181.00
job13_m5_475.json,208.00,208.00
job13_m5_535.json,186.00,186.00
job13_m5_587.json,192.00,192.00
job13_m5_593.json,186.00,186.00
job13_m5_681.json,202.00,202.00
job13_m5_780.json,183.00,183.00
job13_m5_849.json,191.00,191.00
job13_m6_122.json,173.00,173.00
job13_m6_352.json,176.00,176.00
job13_m6_395.json,178.00,178.00
job13_m6_410.json,176.00,176.00
job13_m6_542.json,175.00,175.00
job13_m6_991.json,148.00,148.00
job13_m6_994.json,140.00,140.00
job13_m7_188.json,141.00,141.00
job13_m7_280.json,163.00,163.00
job13_m7_289.json,154.00,154.00
job13_m7_477.json,142.00,142.00
job13_m7_624.json,188.00,188.00
job13_m8_386.json,133.00,133.00
job13_m8_398.json,159.00,159.00
job13_m8_5.json,142.00,142.00
job13_m8_566.json,145.00,145.00
job13_m8_573.json,126.00,126.00
job13_m8_609.json,135.00,135.00
job13_m8_696.json,158.00,158.00
job13_m8_797.json,145.00,145.00
job13_m8_811.json,159.00,159.00
job13_m8_950.json,128.00,128.00
job13_m8_961.json,135.00,135.00
job14_m5_400.json,188.00,188.00
job14_m5_414.json,219.00,219.00
job14_m5_447.json,196.00,196.00
job14_m5_466.json,216.00,216.00
job14_m5_491.json,192.00,192.00
job14_m5_527.json,216.00,216.00
job14_m5_533.json,176.00,176.00
job14_m5_616.json,192.00,192.00
job14_m5_770.json,212.00,212.00
job14_m5_823.json,233.00,233.00
job14_m5_876.json,227.00,227.00
job14_m5_891.json,201.00,201.00
job14_m5_909.json,196.00,196.00
job14_m5_953.json,221.00,221.00
job14_m5_96.json,234.00,234.00
job14_m6_260.json,175.00,175.00
job14_m6_277.json,169.00,169.00
job14_m6_528.json,164.00,164.00
job14_m6_669.json,174.00,174.00
job14_m6_680.json,159.00,159.00
job14_m6_733.json,199.00,199.00
job14_m6_739.json,194.00,194.00
job14_m6_859.json,197.00,197.00
job14_m7_136.json,145.00,145.00
job14_m7_202.json,179.00,179.00
job14_m7_293.json,177.00,177.00
job14_m7_342.json,150.00,150.00
job14_m7_391.json,170.00,170.00
job14_m7_510.json,163.00,163.00
job14_m7_556.json,175.00,175.00
job14_m7_577.json,163.00,163.00
job14_m7_586.json,151.00,151.00
job14_m7_781.json,183.00,183.00
job14_m7_838.json,154.00,154.00
job14_m8_255.json,141.00,141.00
job14_m8_26.json,142.00,142.00
job14_m8_273.json,159.00,159.00
job14_m8_294.json,148.00,148.00
job14_m8_312.json,151.00,151.00
job14_m8_419.json,173.00,173.00
job14_m8_478.json,164.00,164.00
job14_m8_626.json,151.00,151.00
job14_m8_716.json,175.00,175.00
job14_m8_824.json,142.00,142.00
job14_m8_975.json,145.00,145.00
job15_m5_124.json,216.00,216.00
job15_m5_190.json,230.00,230.00
job15_m5_230.json,214.00,214.00
job15_m5_256.json,218.00,218.00
job15_m5_318.json,196.00,196.00
job15_m5_433.json,244.00,244.00
job15_m5_450.json,216.00,216.00
job15_m5_622.json,248.00,248.00
job15_m6_180.json,184.00,184.00
job15_m6_375.json,196.00,196.00
job15_m6_407.json,193.00,193.00
job15_m6_555.json,189.00,189.00
job15_m6_599.json,175.00,175.00
job15_m6_711.json,187.00,187.00
job15_m6_74.json,183.00,183.00
job15_m6_936.json,210.00,210.00
job15_m7_295.json,180.00,180.00
job15_m7_483.json,191.00,191.00
job15_m7_686.json,164.00,164.00
job15_m7_754.json,142.00,142.00
job15_m7_852.json,147.00,147.00
job15_m7_873.json,175.00,175.00
job15_m7_916.json,144.00,144.00
job15_m7_967.json,172.00,172.00
job15_m8_222.json,163.00,163.00
job15_m8_240.json,143.00,143.00
job15_m8_326.json,147.00,147.00
job15_m8_370.json,161.00,161.00
job15_m8_537.json,159.00,159.00
job15_m8_604.json,158.00,158.00
job15_m8_674.json,155.00,155.00
job15_m8_7.json,138.00,138.00
job15_m8_735.json,160.00,160.00
job15_m8_744.json,189.00,189.00
job15_m8_816.json,168.00,168.00
job15_m8_836.json,147.00,147.00
job15_m8_913.json,130.00,130.00
job15_m8_932.json,160.00,160.00
job16_m5_135.json,251.00,251.00
job16_m5_165.json,239.00,239.00
job16_m5_254.json,259.00,259.00
job16_m5_476.json,222.00,222.00
job16_m5_523.json,244.00,244.00
job16_m5_569.json,213.00,213.00
job16_m5_62.json,259.00,259.00
job16_m5_844.json,246.00,246.00
job16_m6_156.json,198.00,198.00
job16_m6_172.json,226.00,226.00
job16_m6_203.json,228.00,228.00
job16_m6_232.json,197.00,197.00
job16_m6_235.json,222.00,222.00
job16_m6_336.json,206.00,206.00
job16_m6_369.json,232.00,232.00
job16_m6_45.json,184.00,184.00
job16_m6_603.json,209.00,209.00
job16_m6_638.json,186.00,186.00
job16_m6_660.json,215.00,215.00
job16_m6_751.json,229.00,229.00
job16_m6_848.json,191.00,191.00
job16_m6_869.json,175.00,175.00
job16_m6_982.json,216.00,216.00
job16_m7_13.json,173.00,173.00
job16_m7_143.json,190.00,190.00
job16_m7_250.json,175.00,175.00
job16_m7_425.json,178.00,178.00
job16_m7_439.json,173.00,173.00
job16_m7_473.json,185.00,185.00
job16_m7_485.json,199.00,199.00
job16_m7_595.json,176.00,176.00
job16_m7_892.json,175.00,175.00
job16_m7_905.json,189.00,189.00
job16_m7_918.json,162.00,162.00
job16_m8_116.json,165.00,165.00
job16_m8_12.json,171.00,171.00
job16_m8_2.json,159.00,159.00
job16_m8_219.json,179.00,179.00
job16_m8_228.json,180.00,180.00
job16_m8_372.json,161.00,161.00
job16_m8_452.json,174.00,174.00
job16_m8_455.json,158.00,158.00
job16_m8_517.json,166.00,166.00
job16_m8_775.json,151.00,151.00
job17_m5_16.json,228.00,228.00
job17_m5_347.json,260.00,260.00
job17_m5_437.json,252.00,252.00
job17_m5_482.json,238.00,238.00
job17_m5_484.json,240.00,240.00
job17_m5_583.json,225.00,225.00
job17_m5_672.json,244.00,244.00
job17_m5_857.json,280.00,280.00
job17_m5_997.json,238.00,238.00
job17_m6_10.json,198.00,198.00
job17_m6_107.json,201.00,201.00
job17_m6_358.json,213.00,213.00
job17_m6_424.json,227.00,227.00
job17_m6_459.json,212.00,212.00
job17_m6_57.json,201.00,201.00
job17_m6_582.json,225.00,225.00
job17_m6_591.json,228.00,228.00
job17_m6_657.json,229.00,229.00
job17_m6_76.json,221.00,221.00
job17_m6_939.json,244.00,244.00
job17_m7_145.json,168.00,168.00
job17_m7_40.json,214.00,214.00
job17_m7_520.json,180.00,180.00
job17_m7_94.json,214.00,214.00
job17_m7_971.json,204.00,204.00
job17_m8_129.json,178.00,178.00
job17_m8_158.json,191.00,191.00
job17_m8_184.json,186.00,186.00
job17_m8_206.json,163.00,163.00
job17_m8_216.json,201.00,201.00
job17_m8_292.json,165.00,165.00
job17_m8_34.json,193.00,193.00
job17_m8_361.json,161.00,161.00
job17_m8_405.json,169.00,169.00
job17_m8_440.json,172.00,172.00
job17_m8_52.json,199.00,199.00
job17_m8_544.json,194.00,194.00
job17_m8_613.json,175.00,175.00
job17_m8_641.json,168.00,168.00
job17_m8_862.json,170.00,170.00
job17_m8_923.json,180.00,180.00
job18_m5_329.json,238.00,238.00
job18_m5_36.json,282.00,282.00
job18_m5_397.json,266.00,266.00
job18_m5_472.json,224.00,224.00
job18_m5_494.json,270.00,270.00
job18_m5_810.json,247.00,247.00
job18_m5_846.json,287.00,287.00
job18_m5_972.json,262.00,262.00
job18_m6_104.json,250.00,250.00
job18_m6_194.json,252.00,252.00
job18_m6_350.json,227.00,227.00
job18_m6_511.json,212.00,212.00
job18_m6_534.json,233.00,233.00
job18_m6_618.json,228.00,228.00
job18_m6_633.json,208.00,208.00
job18_m6_66.json,247.00,247.00
job18_m6_693.json,230.00,230.00
job18_m6_699.json,209.00,209.00
job18_m6_867.json,246.00,246.00
job18_m6_92.json,215.00,215.00
job18_m6_990.json,233.00,233.00
job18_m7_199.json,181.00,181.00
job18_m7_33.json,203.00,203.00
job18_m7_335.json,185.00,185.00
job18_m7_356.json,224.00,224.00
job18_m7_367.json,233.00,233.00
job18_m7_384.json,189.00,189.00
job18_m7_389.json,204.00,204.00
job18_m7_516.json,219.00,219.00
job18_m7_564.json,196.00,196.00
job18_m7_670.json,196.00,196.00
job18_m7_742.json,195.00,195.00
job18_m7_884.json,187.00,187.00
job18_m7_959.json,199.00,199.00
job18_m8_150.json,180.00,180.00
job18_m8_17.json,183.00,183.00
job18_m8_330.json,198.00,198.00
job18_m8_416.json,172.00,172.00
job18_m8_418.json,198.00,198.00
job18_m8_420.json,186.00,186.00
job18_m8_462.json,166.00,166.00
job18_m8_689.json,175.00,175.00
job18_m8_70.json,183.00,183.00
job18_m8_717.json,184.00,184.00
job18_m8_831.json,204.00,204.00
job18_m8_833.json,191.00,191.00
job18_m8_893.json,168.00,168.00
job18_m8_895.json,211.00,211.00
job18_m8_999.json,179.00,179.00
job19_m5_200.json,287.00,287.00
job19_m5_229.json,323.00,323.00
job19_m5_253.json,278.00,278.00
job19_m5_276.json,241.00,241.00
job19_m5_291.json,238.00,238.00
job19_m5_331.json,282.00,282.00
job19_m5_339.json,292.00,292.00
job19_m5_489.json,247.00,247.00
job19_m5_56.json,286.00,286.00
job19_m5_665.json,257.00,257.00
job19_m5_694.json,269.00,269.00
job19_m5_753.json,265.00,265.00
job19_m5_830.json,263.00,263.00
job19_m5_84.json,279.00,279.00
job19_m5_855.json,271.00,271.00
job19_m5_920.json,290.00,290.00
job19_m5_981.json,315.00,315.00
job19_m6_114.json,231.00,231.00
job19_m6_185.json,224.00,224.00
job19_m6_20.json,234.00,234.00
job19_m6_208.json,227.00,227.00
job19_m6_231.json,224.00,224.00
job19_m6_244.json,251.00,251.00
job19_m6_278.json,271.00,271.00
job19_m6_321.json,229.00,229.00
job19_m6_412.json,251.00,251.00
job19_m6_572.json,211.00,211.00
job19_m6_602.json,222.00,222.00
job19_m6_643.json,227.00,227.00
job19_m6_75.json,260.00,260.00
job19_m6_803.json,228.00,228.00
job19_m6_839.json,209.00,209.00
job19_m6_879.json,255.00,255.00
job19_m6_966.json,239.00,239.00
job19_m7_41.json,217.00,217.00
job19_m7_428.json,224.00,224.00
job19_m7_524.json,198.00,198.00
job19_m7_588.json,238.00,238.00
job19_m7_648.json,210.00,210.00
job19_m7_738.json,208.00,208.00
job19_m7_771.json,210.00,210.00
job19_m7_853.json,215.00,215.00
job19_m7_903.json,225.00,225.00
job19_m7_926.json,215.00,215.00
job19_m8_0.json,194.00,194.00
job19_m8_117.json,182.00,182.00
job19_m8_142.json,193.00,193.00
job19_m8_258.json,224.00,224.00
job19_m8_337.json,197.00,197.00
job19_m8_403.json,169.00,169.00
job19_m8_427.json,196.00,196.00
job19_m8_471.json,202.00,202.00
job19_m8_479.json,210.00,210.00
job19_m8_53.json,201.00,201.00
job19_m8_554.json,198.00,198.00
job19_m8_979.json,198.00,198.00
job20_m10_214.json,211.00,211.00
job20_m10_239.json,172.00,172.00
job20_m10_340.json,182.00,182.00
job20_m10_354.json,177.00,177.00
job20_m10_377.json,187.00,187.00
job20_m10_432.json,184.00,184.00
job20_m10_47.json,183.00,183.00
job20_m10_500.json,188.00,188.00
job20_m10_539.json,164.00,164.00
job20_m10_682.json,164.00,164.00
job20_m10_712.json,179.00,179.00
job20_m10_774.json,187.00,187.00
job20_m10_881.json,191.00,191.00
job20_m10_941.json,156.00,156.00
job20_m5_127.json,312.00,312.00
job20_m5_139.json,287.00,287.00
job20_m5_147.json,299.00,299.00
job20_m5_153.json,295.00,295.00
job20_m5_183.json,302.00,302.00
job20_m5_243.json,238.00,238.00
job20_m5_349.json,301.00,301.00
job20_m5_457.json,279.00,279.00
job20_m5_611.json,290.00,290.00
job20_m5_614.json,291.00,291.00
job20_m5_620.json,274.00,274.00
job20_m5_646.json,298.00,298.00
job20_m5_728.json,276.00,276.00
job20_m5_763.json,283.00,283.00
job20_m5_817.json,312.00,312.00
job20_m5_944.json,316.00,316.00
job20_m5_957.json,281.00,281.00
job20_m6_262.json,266.00,266.00
job20_m6_271.json,242.00,242.00
job20_m6_343.json,252.00,252.00
job20_m6_549.json,245.00,245.00
job20_m6_567.json,259.00,259.00
job20_m6_691.json,242.00,242.00
job20_m6_795.json,236.00,236.00
job20_m7_14.json,262.00,262.00
job20_m7_175.json,206.00,206.00
job20_m7_19.json,229.00,229.00
job20_m7_223.json,199.00,199.00
job20_m7_37.json,203.00,203.00
job20_m7_581.json,230.00,230.00
job20_m7_864.json,218.00,218.00
job20_m7_89.json,240.00,240.00
job20_m7_956.json,211.00,211.00
job20_m7_984.json,225.00,225.00
job20_m8_189.json,248.00,248.00
job20_m8_242.json,193.00,193.00
job20_m8_245.json,192.00,192.00
job20_m8_3.json,190.00,190.00
job20_m8_338.json,187.00,187.00
job20_m8_360.json,214.00,214.00
job20_m8_393.json,202.00,202.00
job20_m8_474.json,212.00,212.00
job20_m8_512.json,211.00,211.00
job20_m8_538.json,192.00,192.00
job20_m8_635.json,200.00,200.00
job20_m8_715.json,202.00,202.00
job20_m8_73.json,212.00,212.00
job20_m8_748.json,176.00,176.00
job20_m8_787.json,231.00,231.00
job20_m8_799.json,188.00,188.00
job20_m8_802.json,225.00,225.00
job20_m8_818.json,213.00,213.00
job20_m8_847.json,206.00,206.00
job20_m8_860.json,234.00,234.00
job20_m8_877.json,207.00,207.00
job20_m8_948.json,222.00,222.00
job20_m8_958.json,215.00,215.00
job20_m8_969.json,223.00,223.00
job20_m9_119.json,193.00,193.00
job20_m9_227.json,210.00,210.00
job20_m9_287.json,213.00,213.00
job20_m9_408.json,211.00,211.00
job20_m9_409.json,183.00,183.00
job20_m9_503.json,175.00,175.00
job20_m9_608.json,209.00,209.00
job20_m9_629.json,204.00,204.00
job20_m9_637.json,184.00,184.00
job20_m9_960.json,178.00,178.00
job21_m10_29.json,208.00,208.00
job21_m10_319.json,203.00,203.00
job21_m10_497.json,191.00,191.00
job21_m10_705.json,199.00,199.00
job21_m10_845.json,186.00,186.00
job21_m10_919.json,191.00,191.00
job21_m10_927.json,191.00,191.00
job21_m8_126.json,208.00,208.00
job21_m8_169.json,205.00,205.00
job21_m8_195.json,237.00,237.00
job21_m8_371.json,189.00,189.00
job21_m8_387.json,238.00,238.00
job21_m8_653.json,208.00,208.00
job21_m8_683.json,209.00,209.00
job21_m8_720.json,225.00,225.00
job21_m8_868.json,199.00,199.00
job21_m8_872.json,227.00,227.00
job21_m8_995.json,221.00,221.00
job21_m9_423.json,187.00,187.00
job21_m9_794.json,189.00,189.00
job21_m9_904.json,226.00,226.00
job21_m9_987.json,206.00,206.00
job22_m10_220.json,167.00,167.00
job22_m10_299.json,171.00,171.00
job22_m10_313.json,232.00,232.00
job22_m10_515.json,187.00,187.00
job22_m10_518.json,210.00,210.00
job22_m10_61.json,178.00,178.00
job22_m10_71.json,179.00,179.00
job22_m10_840.json,183.00,183.00
job22_m8_28.json,223.00,223.00
job22_m8_417.json,216.00,216.00
job22_m8_456.json,226.00,226.00
job22_m8_551.json,231.00,231.00
job22_m8_640.json,217.00,217.00
job22_m8_776.json,243.00,243.00
job22_m8_908.json,235.00,235.00
job22_m8_935.json,239.00,239.00
job22_m9_163.json,227.00,227.00
job22_m9_306.json,205.00,205.00
job22_m9_444.json,193.00,193.00
job22_m9_576.json,225.00,225.00
job22_m9_790.json,239.00,239.00
job22_m9_814.json,216.00,216.00
job22_m9_882.json,225.00,225.00
job22_m9_896.json,228.00,228.00
job23_m10_152.json,190.00,190.00
job23_m10_179.json,197.00,197.00
job23_m10_198.json,206.00,206.00
job23_m10_298.json,210.00,210.00
job23_m10_30.json,179.00,179.00
job23_m10_357.json,225.00,225.00
job23_m10_580.json,201.00,201.00
job23_m10_675.json,203.00,203.00
job23_m10_746.json,203.00,203.00
job23_m10_792.json,176.00,176.00
job23_m10_808.json,221.00,221.00
job23_m10_834.json,193.00,193.00
job23_m10_890.json,190.00,190.00
job23_m10_925.json,178.00,178.00
job23_m8_187.json,219.00,219.00
job23_m8_322.json,238.00,238.00
job23_m8_481.json,206.00,206.00
job23_m8_546.json,206.00,206.00
job23_m8_661.json,249.00,249.00
job23_m8_667.json,247.00,247.00
job23_m8_81.json,243.00,243.00
job23_m8_819.json,220.00,220.00
job23_m8_942.json,234.00,234.00
job23_m9_233.json,231.00,231.00
job23_m9_296.json,197.00,197.00
job23_m9_492.json,193.00,193.00
job23_m9_631.json,203.00,203.00
job23_m9_634.json,254.00,254.00
job23_m9_685.json,219.00,219.00
job23_m9_749.json,214.00,214.00
job24_m10_168.json,232.00,232.00
job24_m10_270.json,228.00,228.00
job24_m10_536.json,162.00,162.00
job24_m10_69.json,197.00,197.00
job24_m10_791.json,204.00,204.00
job24_m10_911.json,207.00,207.00
job24_m10_993.json,222.00,222.00
job24_m8_178.json,261.00,261.00
job24_m8_39.json,220.00,220.00
job24_m8_898.json,216.00,216.00
job24_m8_940.json,229.00,229.00
job24_m9_226.json,209.00,209.00
job24_m9_282.json,228.00,228.00
job24_m9_348.json,220.00,220.00
job24_m9_35.json,244.00,244.00
job24_m9_390.json,222.00,222.00
job24_m9_422.json,211.00,211.00
job24_m9_557.json,189.00,189.00
job24_m9_842.json,195.00,195.00
job25_m10_365.json,221.00,221.00
job25_m10_378.json,244.00,244.00
job25_m10_413.json,207.00,207.00
job25_m10_435.json,236.00,236.00
job25_m10_553.json,210.00,210.00
job25_m10_585.json,200.00,200.00
job25_m10_664.json,209.00,209.00
job25_m10_730.json,201.00,201.00
job25_m10_813.json,229.00,229.00
job25_m10_996.json,230.00,230.00
job25_m8_341.json,264.00,264.00
job25_m8_353.json,248.00,248.00
job25_m8_4.json,237.00,237.00
job25_m8_578.json,226.00,226.00
job25_m8_695.json,277.00,277.00
job25_m8_762.json,257.00,257.00
job25_m8_798.json,257.00,257.00
job25_m8_973.json,246.00,246.00
job25_m8_98.json,248.00,248.00
job25_m9_103.json,244.00,244.00
job25_m9_192.json,230.00,230.00
job25_m9_205.json,239.00,239.00
job25_m9_44.json,218.00,218.00
job25_m9_561.json,220.00,220.00
job25_m9_654.json,225.00,225.00
job25_m9_67.json,250.00,250.00
job25_m9_785.json,217.00,217.00
job25_m9_822.json,233.00,233.00
job25_m9_874.json,239.00,239.00
job25_m9_894.json,244.00,244.00
job25_m9_968.json,229.00,229.00
job26_m10_218.json,261.00,261.00
job26_m10_22.json,240.00,240.00
job26_m10_380.json,223.00,223.00
job26_m10_487.json,216.00,216.00
job26_m10_645.json,245.00,245.00
job26_m10_807.json,236.00,236.00
job26_m10_978.json,232.00,232.00
job26_m8_115.json,273.00,273.00
job26_m8_305.json,273.00,273.00
job26_m8_434.json,268.00,268.00
job26_m8_732.json,222.00,222.00
job26_m9_101.json,232.00,232.00
job26_m9_24.json,250.00,250.00
job26_m9_310.json,255.00,255.00
job26_m9_316.json,259.00,259.00
job26_m9_467.json,244.00,244.00
job26_m9_495.json,231.00,231.00
job26_m9_532.json,252.00,252.00
job26_m9_765.json,268.00,268.00
job26_m9_782.json,238.00,238.00
job26_m9_850.json,235.00,235.00
job26_m9_93.json,265.00,265.00
job27_m10_157.json,229.00,229.00
job27_m10_159.json,222.00,222.00
job27_m10_426.json,203.00,203.00
job27_m10_461.json,268.00,268.00
job27_m8_154.json,280.00,280.00
job27_m8_281.json,246.00,246.00
job27_m8_359.json,263.00,263.00
job27_m8_65.json,309.00,309.00
job27_m8_9.json,275.00,275.00
job27_m8_955.json,266.00,266.00
job27_m9_102.json,257.00,257.00
job27_m9_125.json,237.00,237.00
job27_m9_144.json,253.00,253.00
job27_m9_445.json,247.00,247.00
job27_m9_470.json,240.00,240.00
job27_m9_530.json,231.00,231.00
job27_m9_59.json,255.00,255.00
job27_m9_718.json,240.00,240.00
job27_m9_757.json,205.00,205.00
job27_m9_883.json,256.00,256.00
job28_m10_132.json,244.00,244.00
job28_m10_286.json,224.00,224.00
job28_m10_529.json,248.00,248.00
job28_m10_676.json,223.00,223.00
job28_m10_677.json,245.00,245.00
job28_m10_750.json,202.00,202.00
job28_m10_767.json,235.00,235.00
job28_m10_929.json,260.00,260.00
job28_m8_182.json,256.00,256.00
job28_m8_288.json,293.00,293.00
job28_m8_379.json,285.00,285.00
job28_m8_525.json,276.00,276.00
job28_m8_541.json,329.00,329.00
job28_m8_701.json,318.00,318.00
job28_m8_863.json,280.00,280.00
job28_m9_284.json,237.00,237.00
job28_m9_328.json,251.00,251.00
job28_m9_552.json,291.00,291.00
job28_m9_590.json,253.00,253.00
job28_m9_713.json,249.00,249.00
job28_m9_729.json,272.00,272.00
job28_m9_743.json,260.00,260.00
job28_m9_851.json,306.00,306.00
job28_m9_976.json,259.00,259.00
job29_m10_112.json,240.00,240.00
job29_m10_355.json,246.00,246.00
job29_m10_42.json,252.00,252.00
job29_m10_465.json,229.00,229.00
job29_m10_49.json,254.00,254.00
job29_m10_521.json,261.00,261.00
job29_m10_571.json,240.00,240.00
job29_m10_606.json,258.00,258.00
job29_m10_647.json,229.00,229.00
job29_m10_668.json,250.00,250.00
job29_m10_906.json,240.00,240.00
job29_m10_945.json,251.00,251.00
job29_m10_965.json,224.00,224.00
job29_m10_980.json,243.00,243.00
