Filename,Makespan,Energy,Inference_Time(s),Valid
job10_m3_11.json,395,39500,1.2305,True
job10_m3_12.json,271,27100,1.8359,True
job10_m3_216.json,272,27200,1.7719,True
job10_m3_257.json,333,33300,1.3669,True
job10_m3_409.json,358,35800,1.7937,True
job10_m3_435.json,231,23100,0.7165,True
job10_m3_536.json,311,31100,1.1941,True
job10_m3_567.json,298,29800,1.6232,True
job10_m3_625.json,267,26700,0.8585,True
job10_m3_646.json,345,34500,1.8499,True
job10_m3_819.json,283,28300,0.5878,True
job10_m3_907.json,350,35000,1.6782,True
job10_m3_969.json,332,33200,1.8002,True
job10_m4_174.json,257,25700,0.3257,True
job10_m4_255.json,315,31500,1.6476,True
job10_m4_402.json,251,25100,1.8234,True
job10_m4_442.json,272,27200,1.1707,True
job10_m4_53.json,255,25500,1.0518,True
job10_m4_562.json,252,25200,1.8451,True
job10_m4_703.json,223,22300,0.6929,True
job10_m4_79.json,324,32400,1.5977,True
job10_m4_932.json,313,31300,0.9851,True
job10_m5_122.json,255,25500,1.1226,True
job10_m5_14.json,263,26300,1.8127,True
job10_m5_151.json,270,27000,1.1668,True
job10_m5_211.json,190,19000,1.8241,True
job10_m5_228.json,227,22700,0.7746,True
job10_m5_234.json,250,25000,1.8405,True
job10_m5_235.json,223,22300,0.8289,True
job10_m5_270.json,277,27700,1.2304,True
job10_m5_347.json,205,20500,1.0718,True
job10_m5_359.json,305,30500,1.1829,True
job10_m5_380.json,248,24800,1.8544,True
job10_m5_549.json,214,21400,0.7264,True
job10_m5_572.json,191,19100,1.8060,True
job10_m5_621.json,205,20500,0.9466,True
job10_m5_641.json,220,22000,1.0779,True
job10_m5_659.json,207,20700,1.8383,True
job10_m5_732.json,243,24300,0.8513,True
job10_m5_766.json,229,22900,1.1722,True
job10_m5_814.json,225,22500,2.0207,True
job10_m5_85.json,185,18500,0.6893,True
job10_m5_863.json,233,23300,1.2922,True
job10_m5_877.json,235,23500,1.8354,True
job10_m5_878.json,195,19500,0.3887,True
job10_m5_890.json,285,28500,2.0279,True
job10_m5_916.json,271,27100,0.8495,True
job10_m5_939.json,185,18500,1.2023,True
job10_m6_205.json,306,30600,2.0229,True
job10_m6_386.json,195,19500,1.5966,True
job10_m6_608.json,233,23300,1.0438,True
job10_m6_749.json,157,15700,1.0332,True
job10_m6_885.json,177,17700,1.5752,True
job10_m6_950.json,182,18200,1.1332,True
job10_m7_128.json,209,20900,1.7250,True
job10_m7_165.json,208,20800,1.1071,True
job10_m7_166.json,223,22300,2.0798,True
job10_m7_192.json,230,23000,0.6764,True
job10_m7_222.json,179,17900,1.9015,True
job10_m7_309.json,180,18000,1.8638,True
job10_m7_357.json,197,19700,1.1716,True
job10_m7_373.json,171,17100,1.8940,True
job10_m7_428.json,227,22700,1.0506,True
job10_m7_47.json,204,20400,2.0339,True
job10_m7_593.json,164,16400,1.0202,True
job10_m7_63.json,244,24400,1.9148,True
job10_m7_767.json,239,23900,1.0216,True
job10_m7_771.json,146,14600,0.9827,True
job10_m7_772.json,204,20400,1.8637,True
job10_m7_904.json,188,18800,1.0637,True
job10_m7_952.json,243,24300,1.8488,True
job10_m7_991.json,194,19400,0.5911,True
job10_m8_104.json,178,17800,1.9098,True
job10_m8_133.json,215,21500,1.8346,True
job10_m8_213.json,206,20600,1.1625,True
job10_m8_297.json,210,21000,1.7612,True
job10_m8_335.json,160,16000,1.1475,True
job10_m8_346.json,195,19500,1.7329,True
job10_m8_398.json,200,20000,1.1036,True
job10_m8_407.json,208,20800,1.8940,True
job10_m8_448.json,169,16900,1.0776,True
job10_m8_797.json,182,18200,1.8342,True
job10_m8_870.json,180,18000,0.8998,True
job10_m8_970.json,241,24100,2.0232,True
job10_m8_989.json,247,24700,0.7178,True
job11_m5_145.json,256,25600,1.4980,True
job11_m5_265.json,320,32000,1.3529,True
job11_m5_337.json,268,26800,1.2103,True
job11_m5_498.json,256,25600,2.1338,True
job11_m5_512.json,262,26200,1.1614,True
job11_m5_522.json,217,21700,1.9777,True
job11_m5_568.json,265,26500,0.7090,True
job11_m5_733.json,199,19900,1.9874,True
job11_m5_788.json,247,24700,1.0401,True
job11_m5_862.json,219,21900,0.9679,True
job11_m6_421.json,204,20400,2.0041,True
job11_m6_504.json,296,29600,1.2793,True
job11_m6_520.json,203,20300,1.2420,True
job11_m6_594.json,229,22900,1.2942,True
job11_m6_638.json,208,20800,1.2801,True
job11_m6_854.json,268,26800,1.9462,True
job11_m6_857.json,212,21200,0.9456,True
job11_m6_910.json,279,27900,1.8520,True
job11_m6_976.json,196,19600,0.8098,True
job11_m7_129.json,246,24600,1.1925,True
job11_m7_159.json,229,22900,2.1735,True
job11_m7_263.json,183,18300,0.9133,True
job11_m7_299.json,169,16900,1.1891,True
job11_m7_387.json,174,17400,2.1394,True
job11_m7_463.json,201,20100,0.9742,True
job11_m7_479.json,277,27700,1.3511,True
job11_m7_530.json,261,26100,2.1088,True
job11_m7_577.json,238,23800,1.3118,True
job11_m7_624.json,231,23100,1.1806,True
job11_m7_726.json,256,25600,1.1976,True
job11_m7_791.json,366,36600,1.9767,True
job11_m7_911.json,208,20800,0.7966,True
job11_m8_139.json,183,18300,1.9881,True
job11_m8_187.json,190,19000,1.3094,True
job11_m8_294.json,190,19000,1.4143,True
job11_m8_314.json,217,21700,1.3962,True
job11_m8_415.json,200,20000,2.1471,True
job11_m8_437.json,177,17700,1.0761,True
job11_m8_529.json,267,26700,2.0218,True
job11_m8_626.json,193,19300,1.2170,True
job11_m8_715.json,263,26300,1.3742,True
job11_m8_719.json,186,18600,1.3426,True
job11_m8_835.json,185,18500,1.8660,True
job11_m8_843.json,203,20300,1.4285,True
job11_m8_882.json,228,22800,2.0120,True
job11_m8_956.json,212,21200,1.2458,True
job12_m5_146.json,261,26100,1.3301,True
job12_m5_203.json,215,21500,0.7350,True
job12_m5_237.json,259,25900,2.1995,True
job12_m5_302.json,214,21400,0.9894,True
job12_m5_469.json,223,22300,1.1510,True
job12_m5_474.json,251,25100,2.1935,True
job12_m5_484.json,243,24300,0.9690,True
job12_m5_654.json,274,27400,1.2304,True
job12_m5_728.json,256,25600,2.1440,True
job12_m5_838.json,205,20500,1.0864,True
job12_m5_940.json,316,31600,1.4581,True
job12_m5_972.json,233,23300,1.7301,True
job12_m6_17.json,221,22100,1.2330,True
job12_m6_181.json,280,28000,2.2427,True
job12_m6_220.json,243,24300,1.1823,True
job12_m6_278.json,289,28900,2.3054,True
job12_m6_381.json,272,27200,1.3715,True
job12_m6_521.json,227,22700,1.3000,True
job12_m6_6.json,187,18700,1.2424,True
job12_m6_600.json,207,20700,2.1103,True
job12_m6_622.json,298,29800,0.8551,True
job12_m6_853.json,276,27600,0.8277,True
job12_m6_89.json,210,21000,2.0852,True
job12_m6_901.json,323,32300,0.9357,True
job12_m6_977.json,275,27500,2.1464,True
job12_m6_978.json,229,22900,1.7282,True
job12_m7_446.json,206,20600,1.1161,True
job12_m7_513.json,213,21300,2.0617,True
job12_m7_582.json,234,23400,1.5435,True
job12_m7_604.json,265,26500,2.2024,True
job12_m7_613.json,277,27700,1.2388,True
job12_m7_678.json,181,18100,1.6694,True
job12_m7_706.json,216,21600,1.1848,True
job12_m7_777.json,184,18400,2.1494,True
job12_m7_822.json,232,23200,1.1397,True
job12_m7_845.json,237,23700,1.2945,True
job12_m7_924.json,219,21900,1.3254,True
job12_m7_980.json,195,19500,2.1216,True
job12_m8_204.json,276,27600,1.0819,True
job12_m8_348.json,262,26200,1.9959,True
job12_m8_353.json,187,18700,1.1940,True
job12_m8_43.json,235,23500,2.3932,True
job12_m8_528.json,223,22300,1.2568,True
job12_m8_606.json,231,23100,1.9908,True
job12_m8_633.json,196,19600,1.0403,True
job12_m8_67.json,180,18000,1.9852,True
job12_m8_729.json,188,18800,1.7921,True
job12_m8_75.json,167,16700,1.2619,True
job12_m8_873.json,168,16800,1.7434,True
job12_m8_895.json,222,22200,0.9735,True
job12_m8_900.json,221,22100,2.2363,True
job12_m8_929.json,268,26800,1.1058,True
job13_m5_100.json,223,22300,1.2728,True
job13_m5_143.json,261,26100,2.3464,True
job13_m5_148.json,286,28600,1.1586,True
job13_m5_355.json,302,30200,2.2818,True
job13_m5_360.json,311,31100,0.8803,True
job13_m5_374.json,327,32700,2.3019,True
job13_m5_38.json,325,32500,1.0655,True
job13_m5_535.json,207,20700,2.2472,True
job13_m5_574.json,258,25800,1.5984,True
job13_m5_590.json,316,31600,0.9876,True
job13_m5_832.json,249,24900,2.2822,True
job13_m5_915.json,273,27300,0.8990,True
job13_m5_922.json,333,33300,1.6937,True
job13_m5_979.json,301,30100,1.5637,True
job13_m5_99.json,267,26700,1.3564,True
job13_m6_112.json,288,28800,1.2613,True
job13_m6_169.json,341,34100,1.5073,True
job13_m6_223.json,354,35400,2.2885,True
job13_m6_336.json,250,25000,1.2259,True
job13_m6_338.json,238,23800,1.2375,True
job13_m6_471.json,234,23400,1.5033,True
job13_m6_556.json,265,26500,2.2835,True
job13_m6_674.json,221,22100,1.1571,True
job13_m6_740.json,264,26400,2.2974,True
job13_m6_920.json,308,30800,1.3374,True
job13_m6_930.json,207,20700,2.0265,True
job13_m7_125.json,185,18500,1.3571,True
job13_m7_131.json,277,27700,1.5894,True
job13_m7_158.json,236,23600,1.5355,True
job13_m7_514.json,238,23800,1.1950,True
job13_m7_701.json,280,28000,1.7218,True
job13_m7_708.json,214,21400,2.0535,True
job13_m7_833.json,212,21200,1.4084,True
job13_m7_848.json,257,25700,1.0985,True
job13_m7_982.json,185,18500,1.3239,True
job13_m8_207.json,259,25900,2.2988,True
job13_m8_217.json,243,24300,1.0471,True
job13_m8_251.json,162,16200,2.0655,True
job13_m8_295.json,200,20000,0.7377,True
job13_m8_361.json,204,20400,2.2072,True
job13_m8_45.json,191,19100,0.9925,True
job13_m8_476.json,256,25600,1.4073,True
job13_m8_66.json,185,18500,2.2231,True
job13_m8_750.json,207,20700,1.3430,True
job13_m8_831.json,224,22400,2.1798,True
job14_m5_150.json,333,33300,1.4281,True
job14_m5_19.json,267,26700,1.2037,True
job14_m5_271.json,365,36500,1.4275,True
job14_m5_298.json,288,28800,1.5818,True
job14_m5_317.json,289,28900,1.5781,True
job14_m5_363.json,327,32700,2.4902,True
job14_m5_488.json,366,36600,0.9821,True
job14_m5_490.json,274,27400,2.3611,True
job14_m5_491.json,287,28700,0.5487,True
job14_m5_565.json,276,27600,2.3692,True
job14_m5_59.json,315,31500,1.6336,True
job14_m5_704.json,299,29900,1.6107,True
job14_m5_794.json,288,28800,1.5758,True
job14_m5_926.json,278,27800,1.4072,True
job14_m5_957.json,359,35900,1.6788,True
job14_m6_121.json,334,33400,1.7146,True
job14_m6_137.json,307,30700,2.4409,True
job14_m6_199.json,319,31900,1.6016,True
job14_m6_231.json,271,27100,1.3960,True
job14_m6_404.json,274,27400,1.6366,True
job14_m6_432.json,278,27800,1.6888,True
job14_m6_434.json,260,26000,1.4210,True
job14_m6_483.json,278,27800,1.2759,True
job14_m6_550.json,243,24300,1.4780,True
job14_m6_650.json,298,29800,1.9223,True
job14_m6_769.json,368,36800,1.4915,True
job14_m6_778.json,298,29800,2.3866,True
job14_m6_796.json,248,24800,0.7420,True
job14_m6_842.json,233,23300,2.3647,True
job14_m6_86.json,228,22800,1.5829,True
job14_m6_899.json,309,30900,1.9380,True
job14_m6_954.json,243,24300,1.4727,True
job14_m7_224.json,267,26700,2.3540,True
job14_m7_24.json,271,27100,1.6904,True
job14_m7_258.json,269,26900,1.0328,True
job14_m7_290.json,261,26100,1.7223,True
job14_m7_300.json,207,20700,2.0936,True
job14_m7_322.json,293,29300,1.2929,True
job14_m7_410.json,213,21300,2.3292,True
job14_m7_489.json,350,35000,1.5235,True
job14_m7_495.json,238,23800,2.3162,True
job14_m7_547.json,205,20500,1.2867,True
job14_m7_680.json,275,27500,2.5000,True
job14_m7_682.json,247,24700,1.4222,True
job14_m7_818.json,227,22700,2.4205,True
job14_m8_138.json,216,21600,1.4427,True
job14_m8_15.json,191,19100,1.6677,True
job14_m8_190.json,229,22900,0.5116,True
job14_m8_247.json,239,23900,2.4512,True
job14_m8_260.json,226,22600,2.3660,True
job14_m8_269.json,303,30300,1.1238,True
job14_m8_292.json,212,21200,2.4059,True
job14_m8_49.json,239,23900,0.9312,True
job14_m8_575.json,221,22100,2.3560,True
job14_m8_580.json,255,25500,1.0757,True
job14_m8_581.json,215,21500,1.6279,True
job14_m8_647.json,261,26100,2.0380,True
job14_m8_665.json,263,26300,1.5523,True
job14_m8_690.json,195,19500,2.4280,True
job14_m8_80.json,281,28100,1.6661,True
job14_m8_817.json,229,22900,1.0955,True
job14_m8_963.json,174,17400,2.3722,True
job15_m5_108.json,336,33600,1.6340,True
job15_m5_193.json,328,32800,1.4264,True
job15_m5_305.json,317,31700,1.6324,True
job15_m5_395.json,299,29900,2.4809,True
job15_m5_408.json,324,32400,1.6115,True
job15_m5_579.json,301,30100,1.1246,True
job15_m5_585.json,306,30600,1.7841,True
job15_m5_669.json,362,36200,1.9628,True
job15_m5_676.json,300,30000,1.6589,True
job15_m5_687.json,350,35000,2.0605,True
job15_m5_879.json,306,30600,1.4013,True
job15_m5_906.json,299,29900,1.8864,True
job15_m5_958.json,300,30000,0.2160,True
job15_m6_252.json,254,25400,2.1069,True
job15_m6_316.json,227,22700,0.7187,True
job15_m6_350.json,294,29400,2.8303,True
job15_m6_630.json,271,27100,1.2904,True
job15_m6_751.json,295,29500,2.7892,True
job15_m6_808.json,262,26200,1.5576,True
job15_m6_892.json,282,28200,1.4341,True
job15_m7_201.json,262,26200,2.5677,True
job15_m7_241.json,263,26300,1.4928,True
job15_m7_482.json,243,24300,2.4645,True
job15_m7_508.json,333,33300,1.8822,True
job15_m7_660.json,267,26700,1.4330,True
job15_m7_756.json,224,22400,1.1100,True
job15_m7_984.json,284,28400,1.8790,True
job15_m7_997.json,291,29100,1.1598,True
job15_m8_141.json,251,25100,2.2466,True
job15_m8_173.json,186,18600,1.2178,True
job15_m8_232.json,290,29000,2.8218,True
job15_m8_285.json,231,23100,1.8878,True
job15_m8_330.json,183,18300,1.6337,True
job15_m8_365.json,276,27600,1.7084,True
job15_m8_400.json,275,27500,2.5870,True
job15_m8_461.json,260,26000,1.2622,True
job15_m8_478.json,231,23100,2.5538,True
job15_m8_631.json,223,22300,1.2092,True
job15_m8_693.json,257,25700,2.4864,True
job15_m8_807.json,273,27300,1.5334,True
job15_m8_894.json,275,27500,2.4483,True
job15_m8_918.json,222,22200,1.6425,True
job16_m5_180.json,265,26500,1.2634,True
job16_m5_465.json,307,30700,2.6385,True
job16_m5_543.json,310,31000,1.6026,True
job16_m5_702.json,358,35800,2.1790,True
job16_m5_713.json,348,34800,1.7042,True
job16_m5_76.json,269,26900,1.4485,True
job16_m5_852.json,278,27800,1.7345,True
job16_m5_913.json,337,33700,2.7491,True
job16_m5_936.json,360,36000,1.7001,True
job16_m5_999.json,291,29100,0.8391,True
job16_m6_105.json,314,31400,2.5821,True
job16_m6_147.json,331,33100,1.9413,True
job16_m6_209.json,231,23100,1.3808,True
job16_m6_352.json,304,30400,2.8272,True
job16_m6_358.json,259,25900,1.5359,True
job16_m6_467.json,312,31200,2.5287,True
job16_m6_628.json,302,30200,1.7387,True
job16_m6_667.json,237,23700,1.3280,True
job16_m6_801.json,284,28400,1.8520,True
job16_m6_840.json,356,35600,1.1378,True
job16_m6_891.json,303,30300,2.9305,True
job16_m6_914.json,240,24000,1.5090,True
job16_m6_917.json,300,30000,1.6472,True
job16_m6_944.json,356,35600,1.8815,True
job16_m6_981.json,250,25000,1.6023,True
